0.0,9.507546
0.02,8.232681
0.04,32.160908
0.061,-1.0836358
0.08,-0.4952362
0.1,1.6622266
0.12,1.0738275
0.14,0.5834949
0.16,-0.4952362
0.181,0.6815613
0.2,2.7409577
0.22,-0.10297055
0.24,0.48542848
0.26,0.28929508
0.28,0.48542848
0.3,-0.10297055
0.32,2.0544922
0.34,0.28929508
0.36,-0.6913702
0.38,1.6622266
0.4,3.3293567
0.42,-5.986961
0.44,1.0738275
0.46,0.28929508
0.48,-0.39716977
0.5,-0.20103696
0.52,-4.0256305
0.54,-4.61403
0.56,-2.9468987
0.58,0.48542848
0.6,6.5655513
0.62,4.015822
0.64,3.2312903
0.66,3.52549
0.68,3.8196893
0.7,7.644283
0.72,10.292078
0.74,13.234074
0.76,12.351475
0.78,12.449541
0.8,13.920539
0.819,16.568335
0.839,15.195404
0.86,15.58767
0.88,14.99927
0.899,17.450933
0.919,19.019997
0.94,17.352867
0.96,20.294863
0.979,21.765862
0.999,20.687128
1.019,21.275526
1.04,21.569727
1.06,20.687128
1.079,20.687128
1.099,21.17746
1.119,20.687128
1.14,19.412264
1.159,17.941267
1.179,19.412264
1.199,14.116672
1.219,2.839024
1.239,-8.53669
1.259,9.213347
1.279,39.71203
1.299,47.655415
1.319,35.691303
1.339,24.315588
1.359,18.235466
1.379,19.314196
1.399,20.88326
1.419,21.17746
1.439,18.823864
1.459,18.039333
1.479,18.1374
1.499,17.941267
1.519,15.881869
1.539,19.21613
1.559,17.549
1.579,17.941267
1.599,19.706463
1.618,16.764467
1.639,18.725798
1.659,16.274136
1.679,10.488211
1.698,4.702288
1.718,7.840416
1.739,28.042116
1.759,45.00762
1.778,36.868103
1.798,25.688519
1.819,17.647066
1.839,14.607005
1.859,16.764467
1.878,18.92193
1.898,19.314196
1.919,18.333532
1.939,17.843199
1.958,17.647066
1.978,17.549
1.999,18.333532
2.019,18.725798
2.038,18.529665
2.058,18.725798
2.078,18.431599
2.098,18.1374
2.118,15.685737
2.138,7.252017
2.158,-5.594695
2.178,10.095945
2.198,35.299034
2.218,42.654022
2.238,37.064236
2.258,26.178852
2.278,18.725798
2.298,19.412264
2.318,20.09873
2.338,20.09873
2.358,19.314196
2.378,18.431599
2.398,17.549
2.418,17.352867
2.438,17.450933
2.458,17.549
2.478,17.745132
2.497,17.647066
2.518,18.1374
2.538,17.745132
2.558,14.4108715
2.577,8.330749
2.597,2.6428912
2.618,10.194012
2.638,26.865318
2.658,38.437164
2.678,36.08357
2.697,29.02278
2.717,21.569727
2.737,20.294863
2.757,21.765862
2.777,22.158127
2.797,20.981327
2.817,19.019997
2.837,17.352867
2.858,16.372202
2.878,16.470268
2.897,15.783803
2.917,15.783803
2.938,15.881869
2.957,14.214738
2.977,9.605613
2.997,5.094554
3.017,9.899813
3.038,20.294863
3.057,30.199577
3.078,34.31837
3.097,36.377766
3.117,31.180244
3.137,23.727188
3.157,20.00066
3.177,18.627731
3.197,18.1374
3.217,17.843199
3.237,17.450933
3.257,16.764467
3.277,16.568335
3.297,16.568335
3.317,16.6664
3.337,16.6664
3.357,16.6664
3.376,13.822473
3.397,8.036549
3.417,5.2906866
3.436,15.391537
3.456,32.74931
3.476,37.26037
3.497,33.435776
3.517,24.903986
3.537,19.019997
3.557,18.627731
3.577,19.706463
3.597,19.412264
3.617,18.627731
3.636,17.941267
3.656,17.843199
3.676,17.745132
3.696,17.647066
3.716,18.333532
3.736,18.1374
3.757,17.745132
3.776,16.862534
3.796,12.547607
3.816,5.094554
3.836,6.5655513
3.856,18.235466
3.876,35.495167
3.896,40.49656
3.916,31.964777
3.937,21.275526
3.956,18.039333
3.977,18.823864
3.996,19.019997
4.016,18.823864
4.036,18.823864
4.056,18.333532
4.076,17.647066
4.096,17.941267
4.116,18.431599
4.136,18.725798
4.156,18.1374
4.176,17.941267
4.196,17.647066
4.216,17.156734
4.236,15.979936
4.256,11.665009
4.276,4.310022
4.296,7.742349
4.316,21.373592
4.335,39.515896
4.356,45.497955
4.376,32.651237
4.396,19.21613
4.415,15.685737
4.435,16.862534
4.455,19.51033
4.475,19.706463
4.495,18.431599
4.515,17.843199
4.535,17.2548
4.556,18.333532
4.576,17.549
4.595,17.156734
4.615,17.450933
4.636,17.352867
4.655,16.9606
4.675,15.195404
4.695,10.880478
4.716,8.330749
4.736,6.7616844
4.755,14.508938
4.775,29.218912
4.795,37.358433
4.815,38.3391
4.835,29.80731
4.856,22.452324
4.876,18.627731
4.895,18.235466
4.915,18.529665
4.935,17.745132
4.955,17.843199
4.975,17.156734
4.995,16.470268
5.015,16.470268
5.035,16.9606
5.055,18.333532
5.075,19.21613
5.095,17.745132
5.115,16.17607
5.135,10.978544
5.155,2.5448248
5.175,4.015822
5.195,23.629122
5.215,37.652634
5.235,38.927498
5.254,32.553173
5.275,22.844591
5.295,19.314196
5.314,20.09873
5.335,20.490995
5.355,19.902597
5.374,19.118063
5.394,18.235466
5.414,17.745132
5.434,17.450933
5.455,16.6664
5.475,17.156734
5.495,17.352867
5.514,17.156734
5.534,17.156734
5.555,17.156734
5.574,15.881869
5.594,12.645674
5.615,7.0558844
5.635,6.957817
5.654,15.979936
5.674,31.964777
5.694,38.0449
5.715,35.691303
5.734,27.845984
5.754,20.785194
5.774,19.608397
5.794,19.019997
5.814,18.92193
5.834,18.039333
5.854,17.647066
5.874,17.156734
5.894,17.156734
5.914,17.2548
5.934,17.745132
5.954,17.156734
5.974,17.058668
5.994,17.843199
6.014,18.1374
6.034,15.881869
6.054,10.880478
6.074,6.5655513
6.094,10.390144
6.114,24.217524
6.134,38.927498
6.154,39.90816
6.174,31.082176
6.194,20.687128
6.214,17.450933
6.233,17.745132
6.253,17.941267
6.273,17.549
6.293,16.9606
6.313,17.156734
6.333,17.745132
6.354,17.549
6.374,17.647066
6.394,18.039333
6.414,18.333532
6.434,18.725798
6.453,18.039333
6.473,15.29347
6.493,10.194012
6.514,5.4868197
6.533,10.782412
6.554,29.218912
6.573,39.61396
6.593,35.9855
6.613,27.159515
6.634,19.51033
6.653,19.21613
6.674,19.21613
6.693,18.823864
6.713,18.529665
6.733,17.843199
6.753,16.862534
6.773,16.274136
6.793,15.979936
6.813,16.470268
6.833,16.568335
6.853,17.549
6.873,16.764467
6.893,14.214738
6.913,12.253408
6.933,10.390144
6.953,16.470268
6.973,28.826647
6.993,35.593235
7.012,37.4565
7.033,25.492386
7.053,19.118063
7.073,18.039333
7.093,17.058668
7.113,16.372202
7.133,16.9606
7.153,16.568335
7.173,15.979936
7.193,15.979936
7.213,16.764467
7.233,17.549
7.253,17.941267
7.273,18.235466
7.293,17.941267
7.312,15.29347
7.332,11.272743
7.352,5.879086
7.372,11.665009
7.392,27.355648
7.412,34.514503
7.433,34.12224
7.452,30.39571
7.472,24.51172
7.492,21.079393
7.512,20.785194
7.532,20.196793
7.553,19.804527
7.572,18.039333
7.592,17.058668
7.612,16.372202
7.632,15.783803
7.652,15.58767
7.672,15.58767
7.692,15.391537
7.712,14.214738
7.732,12.645674
7.752,9.311414
7.772,14.901204
7.792,26.178852
7.812,32.84737
7.832,34.12224
7.852,28.924715
7.872,22.158127
7.892,18.725798
7.912,18.235466
7.932,17.941267
7.952,18.235466
7.972,17.843199
7.992,17.647066
8.012,16.9606
8.032,16.274136
8.051,16.078003
8.072,15.881869
8.092,14.901204
8.112,11.763076
8.131,9.311414
8.151,16.568335
8.171,29.709248
8.192,34.808704
8.212,31.866707
8.231,26.473053
8.251,20.196793
8.271,18.235466
8.291,18.823864
8.311,18.823864
8.331,18.333532
8.351,18.235466
8.371,18.1374
8.391,18.1374
8.411,18.235466
8.432,18.333532
8.451,18.039333
8.471,16.6664
8.491,10.586279
8.511,3.721623
8.531,0.7796277
8.551,14.116672
8.571,34.220306
8.591,38.535233
8.611,37.1623
8.631,29.218912
8.651,20.589062
8.671,20.490995
8.691,20.88326
8.711,20.294863
8.731,18.725798
8.751,18.333532
8.771,17.352867
8.791,17.156734
8.811,16.862534
8.831,16.17607
8.851,16.17607
8.871,15.685737
8.89,13.724406
8.911,10.292078
8.931,9.997879
8.951,14.607005
8.971,25.198187
8.991,31.866707
9.01,34.31837
9.03,30.68991
9.051,22.648457
9.071,19.118063
9.091,18.235466
9.111,16.9606
9.131,16.862534
9.151,16.470268
9.17,16.764467
9.19,16.6664
9.21,16.764467
9.23,16.764467
9.25,16.17607
9.271,12.645674
9.29,7.742349
9.31,4.6042213
9.33,17.058668
9.351,31.768644
9.371,35.789368
9.391,33.82804
9.41,26.865318
9.43,20.88326
9.45,20.490995
9.47,20.39293
9.49,20.196793
9.51,19.21613
9.53,17.941267
9.55,17.549
9.57,17.352867
9.59,16.862534
9.61,16.9606
9.63,16.078003
9.65,15.097337
9.67,12.645674
9.69,9.40948
9.71,10.194012
9.73,15.097337
9.75,26.374985
9.77,34.61257
9.789,37.652634
9.81,31.082176
9.83,22.648457
9.85,19.21613
9.87,17.058668
9.89,16.470268
9.91,16.078003
9.93,16.470268
9.95,16.6664
9.97,16.470268
9.99,17.156734
10.009,17.156734
10.03,17.450933
10.05,15.881869
10.07,11.174677
10.09,5.388753
10.109,5.682953
10.13,24.315588
10.15,39.417828
10.17,39.025562
10.189,29.31698
10.209,20.09873
10.229,17.843199
10.249,19.412264
10.269,20.490995
10.289,20.00066
10.309,18.92193
10.329,17.941267
10.349,17.647066
10.369,17.156734
10.389,17.352867
10.409,17.647066
10.429,17.647066
10.449,16.470268
10.469,12.743741
10.489,0.87769413
10.509,3.52549
10.529,17.450933
10.549,37.750698
10.569,43.34049
10.589,33.53384
